Product Id,Product Handle,Product Title,Product Subtitle,Product Description,Product Status,Product Thumbnail,Product Weight,Product Length,Product Width,Product Height,Product HS Code,Product Origin Country,Product MID Code,Product Material,Shipping Profile Id,Product Sales Channel 1,Product Collection Id,Product Type Id,Product Tag 1,Product Discountable,Product External Id,Variant Id,Variant Title,Variant SKU,Variant Barcode,Variant Allow Backorder,Variant Manage Inventory,Variant Weight,Variant Length,Variant Width,Variant Height,Variant HS Code,Variant Origin Country,Variant MID Code,Variant Material,Variant Price INR,Variant Option 1 Name,Variant Option 1 Value,Variant Option 2 Name,Variant Option 2 Value,Variant Option 3 Name,Variant Option 3 Value,Product Image 1,Product Image 2,Product Image 3,Product Image 4,Product Image 5,Product Image 6,Product Image 7,Product Tag 2,Product Image 8,Product Image 9,Product Image 10,Product Image 11,Product Image 12,Product Image 13,Product Image 14,Product Image 15,Product Image 16,Product Image 17
,butterflies,Butterflies,,"<p data-sourcepos=""5:1-5:112""><strong>Founder’s note :</strong><br>No piercings? No problem. I put these on and instantly felt like I needed a tiara. It looks like butterflies are literally floating on your ear. So lightweight you forget they’re on, but trust me—everyone else notices<br></p>
<p> </p>",published,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/1_1d465bc2-455b-4f12-be7b-bf1b79abdfc9.jpg?v=1717243588,,,,,,,,,,,,,ear,TRUE,,,Butterflies - gold,Butterflies - gold,,FALSE,TRUE,0.0,,,,,,,,999.0,Material,Gold,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/1_1d465bc2-455b-4f12-be7b-bf1b79abdfc9.jpg?v=1717243588,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/2_07cd3e5b-3b3c-43f5-8099-4ffead8e7a92.jpg?v=1717243588,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/3_f201f358-1de8-4f44-ab2c-70a71d777cd6.jpg?v=1717243589,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/4_ba57d47f-9b21-4675-b2f0-78949275247b.jpg?v=1717243588,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/5_152a9137-7deb-4a0b-bf0c-885d02d7e23f.jpg?v=1717243588,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/6.jpg?v=1717243588,,earcuffs,,,,,,,,,,
,butterflies,Butterflies,,"<p data-sourcepos=""5:1-5:112""><strong>Founder’s note :</strong><br>No piercings? No problem. I put these on and instantly felt like I needed a tiara. It looks like butterflies are literally floating on your ear. So lightweight you forget they’re on, but trust me—everyone else notices<br></p>
<p> </p>",published,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/1_1d465bc2-455b-4f12-be7b-bf1b79abdfc9.jpg?v=1717243588,,,,,,,,,,,,,ear,TRUE,,,Butterflies - silver,Butterflies - silver,,FALSE,TRUE,0.0,,,,,,,,999.0,Material,Silver,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/1_1d465bc2-455b-4f12-be7b-bf1b79abdfc9.jpg?v=1717243588,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/2_07cd3e5b-3b3c-43f5-8099-4ffead8e7a92.jpg?v=1717243588,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/3_f201f358-1de8-4f44-ab2c-70a71d777cd6.jpg?v=1717243589,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/4_ba57d47f-9b21-4675-b2f0-78949275247b.jpg?v=1717243588,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/5_152a9137-7deb-4a0b-bf0c-885d02d7e23f.jpg?v=1717243588,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/6.jpg?v=1717243588,,earcuffs,,,,,,,,,,
,caterpillar,Caterpillar,,"<p><strong>Founder’s note :</strong><br>These are our bestsellers—and once you wear one, you get why. The stones catch light so beautifully, and they add the perfect little glow to any outfit. I have one in every color (not even kidding), and they’re honestly one of the best things we’ve made. Easy to wear, easy to gift, always gets compliments.</p>",published,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_2872.jpg?v=1746046186,,,,,,,,,,,,,bracelet,TRUE,,,Tennis - green,Tennis - green,,FALSE,TRUE,0.0,,,,,,,,1999.0,Color,green,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_2872.jpg?v=1746046186,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_2879.jpg?v=1746046186,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vg1.jpg?v=1746043310,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/ve_chain_green.jpg?v=1746043310,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_7626.jpg?v=1746043310,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_5839_1.jpg?v=1746043310,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_8526_1.jpg?v=1746043310,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/red.jpg?v=1746122787,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_2878.jpg?v=1746043310,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-09-10-02h24m58s359.png?v=1746122787,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_5858.jpg?v=1746122787,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/1-2_a7a85ddd-27b0-439e-83e8-19ec5984f07b.jpg?v=1746122787,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_5197.png?v=1746122787,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_8534_1.jpg?v=1746122787,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-09-16-14h43m48s507.jpg?v=1746122787,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_5030.jpg?v=1746122787,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_5841_1.jpg?v=1746122787
,caterpillar,Caterpillar,,"<p><strong>Founder’s note :</strong><br>These are our bestsellers—and once you wear one, you get why. The stones catch light so beautifully, and they add the perfect little glow to any outfit. I have one in every color (not even kidding), and they’re honestly one of the best things we’ve made. Easy to wear, easy to gift, always gets compliments.</p>",published,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_2872.jpg?v=1746046186,,,,,,,,,,,,,bracelet,TRUE,,,Tennis - black,Tennis - black,,FALSE,TRUE,0.0,,,,,,,,1999.0,Color,black,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_2872.jpg?v=1746046186,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_2879.jpg?v=1746046186,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vg1.jpg?v=1746043310,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/ve_chain_green.jpg?v=1746043310,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_7626.jpg?v=1746043310,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_5839_1.jpg?v=1746043310,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_8526_1.jpg?v=1746043310,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/red.jpg?v=1746122787,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_2878.jpg?v=1746043310,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-09-10-02h24m58s359.png?v=1746122787,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_5858.jpg?v=1746122787,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/1-2_a7a85ddd-27b0-439e-83e8-19ec5984f07b.jpg?v=1746122787,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_5197.png?v=1746122787,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_8534_1.jpg?v=1746122787,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-09-16-14h43m48s507.jpg?v=1746122787,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_5030.jpg?v=1746122787,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_5841_1.jpg?v=1746122787
,caterpillar,Caterpillar,,"<p><strong>Founder’s note :</strong><br>These are our bestsellers—and once you wear one, you get why. The stones catch light so beautifully, and they add the perfect little glow to any outfit. I have one in every color (not even kidding), and they’re honestly one of the best things we’ve made. Easy to wear, easy to gift, always gets compliments.</p>",published,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_2872.jpg?v=1746046186,,,,,,,,,,,,,bracelet,TRUE,,,Tennis - white,Tennis - white,,FALSE,TRUE,0.0,,,,,,,,1999.0,Color,white,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_2872.jpg?v=1746046186,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_2879.jpg?v=1746046186,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vg1.jpg?v=1746043310,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/ve_chain_green.jpg?v=1746043310,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_7626.jpg?v=1746043310,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_5839_1.jpg?v=1746043310,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_8526_1.jpg?v=1746043310,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/red.jpg?v=1746122787,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_2878.jpg?v=1746043310,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-09-10-02h24m58s359.png?v=1746122787,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_5858.jpg?v=1746122787,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/1-2_a7a85ddd-27b0-439e-83e8-19ec5984f07b.jpg?v=1746122787,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_5197.png?v=1746122787,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_8534_1.jpg?v=1746122787,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-09-16-14h43m48s507.jpg?v=1746122787,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_5030.jpg?v=1746122787,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_5841_1.jpg?v=1746122787
,caterpillar,Caterpillar,,"<p><strong>Founder’s note :</strong><br>These are our bestsellers—and once you wear one, you get why. The stones catch light so beautifully, and they add the perfect little glow to any outfit. I have one in every color (not even kidding), and they’re honestly one of the best things we’ve made. Easy to wear, easy to gift, always gets compliments.</p>",published,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_2872.jpg?v=1746046186,,,,,,,,,,,,,bracelet,TRUE,,,Tennis - red,Tennis - red,,FALSE,TRUE,0.0,,,,,,,,1999.0,Color,red,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_2872.jpg?v=1746046186,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_2879.jpg?v=1746046186,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vg1.jpg?v=1746043310,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/ve_chain_green.jpg?v=1746043310,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_7626.jpg?v=1746043310,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_5839_1.jpg?v=1746043310,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_8526_1.jpg?v=1746043310,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/red.jpg?v=1746122787,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_2878.jpg?v=1746043310,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-09-10-02h24m58s359.png?v=1746122787,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_5858.jpg?v=1746122787,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/1-2_a7a85ddd-27b0-439e-83e8-19ec5984f07b.jpg?v=1746122787,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_5197.png?v=1746122787,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_8534_1.jpg?v=1746122787,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-09-16-14h43m48s507.jpg?v=1746122787,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_5030.jpg?v=1746122787,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_5841_1.jpg?v=1746122787
,cherry,Cherry,,"<p><strong>Founder’s note :</strong><br>She’s the cherry on top—literally. I’ve worn it to brunch, the mall, and a FaceTime date and it always gets love. Everyone who’s got it has loved it. It’s got that awww, so cute! effect. I’d gift this to literally anyone, because everyone looks cute in it, no exceptions. <br>(we’ve also got matching earrings hehe)</p>
<p> </p>",published,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/cherry1.jpg?v=1749327131,,,,,,,,,,,,,pendant,TRUE,,,Cherry,Cherry,,FALSE,TRUE,50.0,,,,,,,,799.0,Title,Default Title,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/cherry1.jpg?v=1749327131,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2025-01-19-21h21m53s521.png?v=1749327131,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_5951.jpg?v=1749327131,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-11-16-20h30m05s522.jpg?v=1749327131,,,,,,,,,,,,,,
,cherry-earrings,Cherry Earrings,,"<p>Founder's Note :<br>A lil bit of sweetness! These sit just right on the ear—light, playful, and so fresh. The kind of piece that makes people go “omg where’d you get that?” Pairs <em data-start=""199"" data-end=""210"">perfectly</em> with our cherry necklace for that juicy little set moment.<br></p>",published,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/ChatGPT_Image_May_9_2025_12_05_00_AM.jpg?v=1747321638,,,,,,,,,,,,,ear,TRUE,,,cherry-earrings,cherry-earrings,,FALSE,TRUE,60.0,,,,,,,,699.0,Title,Default Title,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/ChatGPT_Image_May_9_2025_12_05_00_AM.jpg?v=1747321638,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/c2.jpg?v=1750286373,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/ce3.jpg?v=1753466706,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/ce6.jpg?v=1753466706,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/c4.jpg?v=1753466706,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/c3.jpg?v=1753466706,,,,,,,,,,,,
,double-drama,Double The Drama,,"<p><strong>Founder’s note :</strong><br>Life mein drama kam hai? Yeh lelo. Fixed. Double The Drama is sleek, golden, and basically made for turning heads. I love how they look luxe without trying too hard. Party fits, date nights, even dressing up denim—this one’s a vibe.</p>",published,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2025-01-08-01h06m12s468.jpg?v=1736279422,,,,,,,,,,,,,ear,TRUE,,,DoubleDrama,DoubleDrama,,FALSE,TRUE,40.0,,,,,,,,799.0,Title,Default Title,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2025-01-08-01h06m12s468.jpg?v=1736279422,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2025-01-08-01h11m28s779.png?v=1736279422,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2025-01-08-01h05m33s841.jpg?v=1736279422,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2025-01-08-01h10m10s961.png?v=1736279342,,,,,,,,,,,,,,
,drippin-gold,Drippin' Gold,,"<p><strong>Founder’s note :</strong><br>These dangly earrings are so simple at first glance—and then they move, and you’re like okay wait, that’s cutee. I love how they add just the right oomph without being too much. Honestly makes such a good gift for anyone who keeps things simple but stylish.</p>",published,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_8482.jpg?v=1734460059,,,,,,,,,,,,,ear,TRUE,,,DG,DG,,FALSE,TRUE,40.0,,,,,,,,999.0,Title,Default Title,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_8482.jpg?v=1734460059,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_6475.jpg?v=1734460059,,,,,,,,,,,,,,,,
,ear-candy,Ear Candy,,"<p><meta charset=""utf-8""><span id=""docs-internal-guid-65cee0fa-7fff-7f53-ed7b-05ce0e27358d"">candy without calories</span></p>",published,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/2_07a38ece-9c85-48c7-9b83-4b978b137ec8.webp?v=1734460237,,,,,,,,,,,,,ear,TRUE,,,Ear candy,Ear candy,,FALSE,TRUE,0.0,,,,,,,,899.0,Title,Default Title,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/2_07a38ece-9c85-48c7-9b83-4b978b137ec8.webp?v=1734460237,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/1_b6acb37e-ba76-4f37-b4d3-199f917c0d72.jpg?v=1734460237,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/6_54c2466b-fb8f-4b55-b65a-4bf71b8eedba.jpg?v=1734460237,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/2_33075190-e80b-453e-aec0-d48bd8386a48.jpg?v=1734460237,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/4_4479f1c9-9cf7-4872-a6a7-56f802225a2f.jpg?v=1734460237,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/5_0d77d08c-1795-43bb-9cfe-5212386d7085.jpg?v=1734460237,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/3_f73f8a0d-bb54-45f3-be2e-b68a69e0418a.jpg?v=1734460237,,,,,,,,,,,
,emerald-choker,Teardrop Necklace,,"<p>Embrace understated elegance with the Teardrop Necklace. This necklace embodies minimalism at its finest, featuring a delicate chain that drapes effortlessly around your neck. But, the true star of the show is the faceted gemstones that catch the light with subtle brilliance, adding a touch of luxury to your everyday look.</p>
<p>Whether you prefer emeralds, a touch of green, or a classic gemstone, this necklace offers timeless sophistication that complements any outfit.</p>
<p>This is more than just an emerald necklace or a gold choker necklace, it's a versatile piece that elevates your style.</p>
<p><span style=""font-weight: 400;""><br></span></p>",draft,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/1_51c547ef-eeb5-40bb-a6d9-015ebab3f4b1.jpg?v=1711834066,,,,,,,,,,,,,pendant,TRUE,,,Teardrop,Teardrop,,FALSE,TRUE,0.0,,,,,,,,699.0,Title,Default Title,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/1_51c547ef-eeb5-40bb-a6d9-015ebab3f4b1.jpg?v=1711834066,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/2_66391fd1-81ce-475b-810f-9ee49a3af7e0.jpg?v=1711834066,,,,,,,,,,,,,,,,
,emerald-drops,Emerald Drops,,"<p><strong>Founder’s note :</strong><br>Everyone who’s got it basically lives in it now. It’s simple but not boring, the green stones give it that perfect little twist. It’s our customer’s go-to gift pick—looks great solo, even better stacked!</p>",published,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1539.jpg?v=1742232482,,,,,,,,,,,,,necklace,TRUE,,,Emerald Drops-Silver,Emerald Drops-Silver,,FALSE,TRUE,600.0,,,,,,,,999.0,Color,silver,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1539.jpg?v=1742232482,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1547.jpg?v=1742232482,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1546.jpg?v=1742288766,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/1_1.jpg?v=1742232482,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/1_3.jpg?v=1742288766,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/1_2.jpg?v=1742288766,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1545.jpg?v=1742288766,pendant,,,,,,,,,,
,emerald-drops,Emerald Drops,,"<p><strong>Founder’s note :</strong><br>Everyone who’s got it basically lives in it now. It’s simple but not boring, the green stones give it that perfect little twist. It’s our customer’s go-to gift pick—looks great solo, even better stacked!</p>",published,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1539.jpg?v=1742232482,,,,,,,,,,,,,necklace,TRUE,,,Emerald Drops-Gold,Emerald Drops-Gold,,FALSE,TRUE,600.0,,,,,,,,899.0,Color,gold,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1539.jpg?v=1742232482,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1547.jpg?v=1742232482,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1546.jpg?v=1742288766,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/1_1.jpg?v=1742232482,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/1_3.jpg?v=1742288766,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/1_2.jpg?v=1742288766,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1545.jpg?v=1742288766,pendant,,,,,,,,,,
,everyday,Everyday,,"<p><strong>Founder’s note :</strong><br>The name says it all—‘Everyday’. She’ll wear these constantly, so gift them and be the reason she thinks of you every morning. I call these my no-brainer earrings. They go with everything, never feel too much, and that little crystal drop? Just the right amount of sparkle.</p>",published,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2025-01-31-00h21m24s584.jpg?v=1738264450,,,,,,,,,,,,,ear,TRUE,,,everyday,everyday,,FALSE,TRUE,40.0,,,,,,,,699.0,Title,Default Title,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2025-01-31-00h21m24s584.jpg?v=1738264450,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2025-01-31-00h23m31s546.jpg?v=1738264481,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2025-01-31-00h22m39s151.jpg?v=1738264481,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2025-01-31-00h21m31s803.jpg?v=1738264481,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2025-01-31-00h23m26s318.jpg?v=1738264481,,,,,,,,,,,,,
,fettuccine,Fettuccine,,"<p><strong>Founder’s note :</strong><br>Every girl needs a good snake chain. This one’s clean, sleek, and quietly bold. The kind of piece you don’t even realize you’re wearing—until someone compliments it. Once you find a good one, it becomes your go-to. Like this one did for me.<br></p>",published,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/f1.jpg?v=1747324240,,,,,,,,,,,,,pendant,TRUE,,,fettuccine-silver,fettuccine-silver,,FALSE,TRUE,48.0,,,,,,,,699.0,Color,silver,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/f1.jpg?v=1747324240,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/f6.jpg?v=1747324240,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_0947-2.jpg?v=1747324240,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_0939.jpg?v=1747324240,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_0938.jpg?v=1747324108,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_0940.jpg?v=1747324108,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_0941.jpg?v=1747324108,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_0942.jpg?v=1747324108,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_0943.jpg?v=1747324108,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_0944.jpg?v=1747324108,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_0945.jpg?v=1747324108,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_0946.jpg?v=1747324108,,,,,
,fettuccine,Fettuccine,,"<p><strong>Founder’s note :</strong><br>Every girl needs a good snake chain. This one’s clean, sleek, and quietly bold. The kind of piece you don’t even realize you’re wearing—until someone compliments it. Once you find a good one, it becomes your go-to. Like this one did for me.<br></p>",published,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/f1.jpg?v=1747324240,,,,,,,,,,,,,pendant,TRUE,,,fettuccine-gold,fettuccine-gold,,FALSE,TRUE,48.0,,,,,,,,699.0,Color,gold,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/f1.jpg?v=1747324240,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/f6.jpg?v=1747324240,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_0947-2.jpg?v=1747324240,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_0939.jpg?v=1747324240,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_0938.jpg?v=1747324108,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_0940.jpg?v=1747324108,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_0941.jpg?v=1747324108,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_0942.jpg?v=1747324108,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_0943.jpg?v=1747324108,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_0944.jpg?v=1747324108,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_0945.jpg?v=1747324108,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_0946.jpg?v=1747324108,,,,,
,forever-flower,Forever Flower,,<p>A flower that lasts forever (not made out of plastic hehe). It's the perfect gift for a special someone or yourself ;)</p>,published,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-12-17-20h35m40s196-2.jpg?v=1734460042,,,,,,,,,,,,,pendant,TRUE,,,Forever Flower,Forever Flower,,FALSE,TRUE,48.0,,,,,,,,999.0,Title,Default Title,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-12-17-20h35m40s196-2.jpg?v=1734460042,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-12-17-20h40m16s308.jpg?v=1734460042,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-12-17-20h40m25s434.jpg?v=1734460042,,,,,,,,,,,,,,,
,golden-dots,Golden Dots,,<p>Tiny golden dots on your ears that shimmers from far far away. Simple &amp; basic. </p>,draft,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_5925.jpg?v=1732091778,,,,,,,,,,,,,ear,TRUE,,,Golden Dots,Golden Dots,,FALSE,TRUE,0.0,,,,,,,,299.0,Title,Default Title,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_5925.jpg?v=1732091778,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_5811.jpg?v=1732091731,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_5928.jpg?v=1732091731,,,,,studs,,,,,,,,,,
